country,latitude,longitude
Australia,-24.84145497,133.05858125705473
Denmark,56.32431427675131,9.460776896117707
Germany,51.43122793233069,10.43235105441554
Ireland,53.510364590053854,-7.806698877
Mozambique,-18.31937245,34.69681874810105
Netherlands,52.04023468689047,5.398113217342898
South Africa,-28.40852406,26.14762704575652
USA,37.23674500000004,-99.31483211
United Kingdom,54.22468791362445,-1.753312128
Kenya,0.703267,37.727874
